Автор объявления,Застройщик,Балкон / лоджия,Планировка,Жилая площадь,link,price,Площадь кухни,Этаж,Жилой фонд,Санузел,Количество комнат,Адрес,Высота потолков,id,Общая площадь,Ливинг,Тип,Состояние квартиры,Количество этажей,Тип здания,title,Парковочное место
Агентство,,,,,https://999.md/ru/103141880,29 500 €,,2,Вторичный,,3-х комнатная квартира,"Бельцы мун., Бельцы, 6 квартал, str. Calea Ieșilor, 27/G",,103141880,43 м²,,Продам,,3,,"3-х комнатная квартира,  6 квартал,  Бельцы,  Бельцы мун.",
Агентство,,,,,https://999.md/ru/103448698,12 000 €,,5,Вторичный,,Комната,"Бельцы мун., Бельцы, 6 квартал, str. Alecu Russo, 14",,103448698,18 м²,,Продам,,5,,"Комната,  6 квартал,  Бельцы,  Бельцы мун.",
Агентство,,,,,https://999.md/ru/103191982,28 500 €,,5,Вторичный,,1-комнатная квартира,"Бельцы мун., Бельцы, БАМ, str. Bulgară, 19/8",,103191982,27 м²,,Продам,,5,,"1-комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",
Частное лицо,Gonvaro-Con,2,,,https://999.md/ru/102988724?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODk4MzQsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI5ODg3MjQiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiY2NkNWQyNjItNGZhNy00YzgzLTg2MzYtM2Y4ZTNhMWEzMmQ4IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDEwOjUwOjM0LjAyNzI2MjY2M1oifX0.qjqNNyKw4Yj-PfUiZ31d-SriwhDeaBEk70Ajp9MQMfQ&adType=booster,159 900 €,11 м²,8,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Vasile Alecsandri, 11",,102988724,72 м²,Квартира с ливингом,Продам,Eвроремонт,9,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Частное лицо,,,,,https://999.md/ru/103766478,67 900 €,,2,Вторичный,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Ioan Voda Viteazul, 11",,103766478,42 м²,,Продам,,4,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Частное лицо,,,,,https://999.md/ru/103974371,95 900 €,,4,Вторичный,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Старая Почта, str. Calea Orheiului, 105/2",,103974371,55 м²,,Продам,,9,,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103860422,99 000 €,,4,Вторичный,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 37/3",,103860422,50 м²,Квартира с ливингом,Продам,,6,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103710955,82 000 €,,5,Вторичный,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 13/4",,103710955,42 м²,,Продам,,5,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103252212,106 900 €,,2,Вторичный,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, ул. Алеку Руссо, 3/2",,103252212,48 м²,,Продам,,5,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Частное лицо,Basconslux,Нет,Индивидуальная,23 м²,https://999.md/ru/100895917,45 500 €,1 м²,2,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Liviu Rebreanu, 11",1 см,100895917,28 м²,Квартира с ливингом,Продам,Eвроремонт,3,Kомбинированный,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Под навесом
Агентство,,Нет,Индивидуальная,,https://999.md/ru/103902189,23 900 €,,1,Вторичный,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, .",,103902189,16 м²,,Продам,Eвроремонт,5,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,1,Индивидуальная,,https://999.md/ru/103743034,98 500 €,,5,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, Bulevardul Mircea cel Bătrân, 26/6",,103743034,47 м²,,Продам,Eвроремонт,11,Kотельцовый,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,,,,https://999.md/ru/102154395,77 800 €,,1,Вторичный,1,3-х комнатная квартира,"Бельцы мун., Бельцы, БАМ, str. Decebal, 164",,102154395,89 м²,,Продам,Косметический pемонт,9,Панельный,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",
Агентство,,,Индивидуальная,,https://999.md/ru/102818879,112 575 €,,2,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, .",,102818879,43 м²,Квартира с ливингом,Продам,Eвроремонт,10,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,,,,https://999.md/ru/103603706,119 900 €,,10,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 106",,103603706,53 м²,Квартира с ливингом,Продам,,12,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103617607?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODk4MzQsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2MTc2MDciLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNzcxZWRhNGMtNGViYi00ZGQ0LWI0M2QtYWUzMDlhZmYxZDczIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTA1VDEwOjUwOjM0LjAyNzMxNzY5NFoifX0.76sizy0GMkuD4U6didUG6_GaLvn2KWOFU1xQVwiWpg0&adType=booster,99 900 €,,2,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, 70",,103617607,68 м²,Квартира с ливингом,Продам,,15,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Застройщик,Braus Imobiliare,1,,,https://999.md/ru/100948796,237 000 €,,4,Новострой,3,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, ул. Чиркулуй, 61",300 см,100948796,88 м²,Квартира с ливингом,Продам,Белый вариант,4,Kирпичный,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,,1,Индивидуальная,,https://999.md/ru/102515105,155 000 €,,1,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, .",,102515105,65 м²,Квартира с ливингом,Продам,Eвроремонт,10,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,Orizont Construct,,,,https://999.md/ru/103947469,174 900 €,,1,Новострой,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 89/1",,103947469,90 м²,,Продам,,10,Kотельцовый,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
Частное лицо,,1,,,https://999.md/ru/103987699,34 500 €,,3,Вторичный,1,Комната,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Pelivan, 34/1",,103987699,15 м²,,Продам,,5,Kотельцовый,"Комната,  Буюканы,  Кишинёв,  Кишинёв мун.",
Застройщик,Solomon Construct Imobil,,,,https://999.md/ru/101930220,73 600 €,,7,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 100/2",,101930220,64 м²,Квартира с ливингом,Продам,,12,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",
Застройщик,,2,,,https://999.md/ru/80691409,59 900 €,,3,Новострой,2,2-х комнатная квартира,"Бельцы мун., Бельцы, Молодово, str. Ștefan cel Mare și Sfînt, 189",,80691409,67 м²,Квартира с ливингом,Продам,Белый вариант,6,,"2-х комнатная квартира,  Молодово,  Бельцы,  Бельцы мун.",Oткрытое
Агентство,,,,,https://999.md/ru/103411720,73 000 €,,1,Вторичный,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Alexandru Cosmescu, *",,103411720,58 м²,,Продам,Косметический pемонт,2,,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",
Частное лицо,,,Индивидуальная,,https://999.md/ru/89201855,60 500 €,,11,Новострой,,1-комнатная квартира,Расположение,,89201855,27 м²,,Продам,Eвроремонт,14,Mонолитный,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Застройщик,,Нет,Индивидуальная,,https://999.md/ru/89243400,60 500 €,,11,Вторичный,,1-комнатная квартира,Расположение,,89243400,27 м²,,Продам,Eвроремонт,14,,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Застройщик,Braus Imobiliare,1,,,https://999.md/ru/100908399,73 200 €,,6,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, 140/1",280 см,100908399,52 м²,Квартира с ливингом,Продам,Белый вариант,10,Kирпичный,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Подземная
Застройщик,,,,,https://999.md/ru/103826835?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODk4MzQsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MjY4MzUiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjQ0YTM2MzIxLTJlZDItNDU3Ny1iZjc0LWFlNDk2YzIyNTU0MyIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0wNVQxMDo1MDozNC4wMjc0Mjc4MDhaIn19.AwLDgV6ULsDTm8149BiYOJk6le0eLgRCTwG7NNxrI-0&adType=booster,74 382 €74 383 €,,7,Новострой,,2-х комнатная квартира,"Кишинёв мун., Криково, Центр, str. Calea Basarabiei, 2",,103826835,75 м²,Квартира с ливингом,Продам,,10,,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",
Агентство,Varicom,,,,https://999.md/ru/102948216,65 050 €,,6,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Старая Почта, str-la Studenților, 18",,102948216,48 м²,,Продам,,9,,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",
Агентство,,1,,,https://999.md/ru/103097999,159 900 €,,11,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Ghioceilor, 29",,103097999,73 м²,Квартира с ливингом,Продам,Eвроремонт,14,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,Inamstro,,,65 м²,https://999.md/ru/101293407,154 900 €,,8,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/2",,101293407,65 м²,Квартира с ливингом,Продам,Eвроремонт,10,Kирпичный,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Oткрытое
Застройщик,,2,Индивидуальная,,https://999.md/ru/88588767,420 000 €,,2,Новострой,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. București, 26",340 см,88588767,140 м²,,Продам,Белый вариант,6,Kирпичный,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,Basconslux,1,Индивидуальная,,https://999.md/ru/101838619,86 500 €,,8,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 2/4",,101838619,42 м²,,Продам,Eвроремонт,10,Ячеистый Бетон,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,,2,,,https://999.md/ru/103965504,975 000 €,,Пентхаус,Новострой,4 и более,5-ти комн. кварт. и более,"Кишинёв мун., Кишинёв, Центр, str. Mihai Eminescu, 41/1",,103965504,324 м²,,Продам,Eвроремонт,6,,"5-ти комн. кварт. и более,  Центр,  Кишинёв,  Кишинёв мун.",
Агентство,Exfactor-grup,,,,https://999.md/ru/103903878,129 500 €,,9,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, -",,103903878,69 м²,,Продам,Белый вариант,14,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103201698,159 900 €,,6,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 28/2",,103201698,73 м²,,Продам,,16,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
,Dansicons,1,Индивидуальная,,https://999.md/ru/102968194,165 000 €170 000 €,,6,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolae Costin, 62",,102968194,72 м²,Квартира с ливингом,Продам,Eвроремонт,12,Kомбинированный,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,1,,,https://999.md/ru/100738607,72 800 €,,7,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1/10",,100738607,44 м²,,Продам,Белый вариант,20,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,,,,,https://999.md/ru/103448499,83 500 €,,2,Вторичный,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 5",,103448499,60 м²,,Продам,,5,,"3-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",
Агентство,,1,,68 м²,https://999.md/ru/103669418,108 960 €,,9,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 114/2",,103669418,68 м²,Квартира без ливинга,Продам,Белый вариант,15,Kомбинированный,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Подземная
Частное лицо,,1,,41 м²,https://999.md/ru/103825459?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODk4MzMsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MjU0NTkiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYjdkZDgwNzEtYmU2YS00YjAzLTk0ZTQtNGEyODJlMzg0MWY1IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTA1VDEwOjUwOjMzLjk4MTU2NDgzMloifX0.WbZz2gcG18ojhU8B7PXguZ81RtDEF19IYLr6FJ9ZBZk&adType=booster,126 500 €,14 м²,8,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Valea Trandafirilor, 6/2",262 см,103825459,57 м²,,Продам,Eвроремонт,12,Бетон,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Застройщик,,2,,63 м²,https://999.md/ru/78717461?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODk4MzMsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3ODcxNzQ2MSIsImkiOiI4OS4xNDkuOTEuMTcwIiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJjMjQ1ZjM0NS1lNjg3LTRkNTQtOTllZC04NTAzODQxZGQ0NTUiLCJlIjoiODkuMTQ5LjkxLjE3MCIsInQiOiIyMDI2LTA0LTA1VDEwOjUwOjMzLjk4MTAxOTIzM1oifX0.0v0RqJOD8u_CM0nbohNUUy0CVrkZFvjS1yMGXNNtSiY&adType=booster,92 250 €,13 м²,4,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 11/1",275 см,78717461,75 м²,,Продам,Белый вариант,9,Mонолитный,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Подземная
