Количество комнат,link,Парковочное место,id,Количество этажей,title,Тип,Планировка,Жилая площадь,price,Балкон / лоджия,Высота потолков,Санузел,Ливинг,Этаж,Адрес,Состояние квартиры,Автор объявления,Тип здания,Общая площадь,Жилой фонд,Застройщик,Площадь кухни
2-х комнатная квартира,https://999.md/ru/103961460,,103961460,5,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,102,,66 000 €,1,,2,,3,"Кишинёв мун., Кишинёв, Старая Почта, str. Gheorghe Madan, 87/2",Нуждается в ремонте,Агентство,,56 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103970514,Oткрытое,103970514,10,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,79 900 €,,,1,Квартира с ливингом,7,"Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14/5",Eвроремонт,Застройщик,,34 м²,Новострой,Sky House,
3-х комнатная квартира,https://999.md/ru/102908521?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzg1NjEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI5MDg1MjEiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiYjgxOTk5YWItZWM0OC00MzRlLTk3MDEtNzQ3ZGUwY2U4YzJkIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQwNzo0Mjo0MS42NjI4Mjg5MDRaIn19.iadIzEojAh-sP_q0vKkxk9Ap70PhIJHHzmQiFMi-zhU&adType=booster,Гараж,102908521,11,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,390 000 €,1,330 см,2,Квартира с ливингом,10,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, 8/7",Индивидуальный дизайн,Частное лицо,Mонолитный,163 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103122667?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzg1NjEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMxMjI2NjciLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiZjFkMDkxYWYtZWZhYy00NWJmLWE4YjktNzQzY2ExMjdhNzE4IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDA3OjQyOjQxLjY2MjU4NDQ5MVoifX0.gTYMbkrm13jR4U8iKPQNbZSsytsvT84FMG34OdWw0W0&adType=booster,Подземная,103122667,9,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,101 000 €,2,,1,,2,"Кишинёв мун., Кишинёв, Центр, str. Ialoveni, 100/3",Eвроремонт,Частное лицо,,46 м²,Новострой,Pamir Construct,
2-х комнатная квартира,https://999.md/ru/103979830?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzg1NjEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5Nzk4MzAiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiM2Y5NDZhNzEtOWUxMS00OWRlLTlhYjgtYThkYjhhMDM1Y2FkIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDA3OjQyOjQxLjY2MjYyODEwN1oifX0.7I9jtwxXljChQcnhLt9cGmuyOUCqKX3VaSeSMeen7jo&adType=booster,Oткрытое,103979830,9,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,135,,109 800 €,1,,1,Квартира без ливинга,8,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, 65/3",Eвроремонт,Застройщик,,54 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/102693600,Подземная,102693600,9,"1-комнатная квартира,  Центр,  Оргеев,  Оргеев",Продам,,,58 750 €,2,275 см,,Квартира с ливингом,3,"Оргеев, Оргеев, Центр, str. Vasile Lupu, 156",Белый вариант,Застройщик,Kирпичный,47 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103952261,,103952261,5,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,85 900 €,1,,,,4,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 7/1",Индивидуальный дизайн,Агентство,,42 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103951716,Oткрытое,103951716,5,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,98 500 €,1,,1,,5,"Кишинёв мун., Кишинёв, Буюканы, str. Paris, 47",Индивидуальный дизайн,Частное лицо,,50 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/102740484,Oткрытое,102740484,1,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,36 900 €,Нет,,,Квартира без ливинга,1,"Кишинёв мун., Кишинёв, Центр, str. Cojocarilor, 25",Без ремонта,Агентство,Kомбинированный,23 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103925164,Подземная,103925164,9,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,,,56 500 €,,,1,,8,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3",Белый вариант,Частное лицо,Kомбинированный,46 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103825444,Oткрытое,103825444,16,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,29 м²,128 000 €,Нет,350 см,1,,11,"Кишинёв мун., Кишинёв, Центр, str. Lev Tolstoi, 63",Белый вариант,Частное лицо,Бетон,46 м²,Новострой,Sky House,17 м²
2-х комнатная квартира,https://999.md/ru/103877696,,103877696,10,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,169 000 €,,,,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Центр, str. Constantin Stere, 16",Белый вариант,Агентство,,65 м²,Новострой,Inamstro,
1-комнатная квартира,https://999.md/ru/103943659,,103943659,1,"1-комнатная квартира,  Аэропорт,  Кишинёв,  Кишинёв мун.",Продам,,,65 464 €,,,,Квартира без ливинга,Подвал,"Кишинёв мун., Кишинёв, Аэропорт, bd. Dacia, 75",,Агентство,,129 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103933016,Oткрытое,103933016,5,"2-х комнатная квартира,  Центр,  Криуляны,  Криуляны",Продам,,25 м²,49 990 €,1,,1,,1,"Криуляны, Криуляны, Центр, str. 31 August 1989, 138",Eвроремонт,Частное лицо,Блочный,53 м²,Вторичный,,13 м²
2-х комнатная квартира,https://999.md/ru/103856308,Oткрытое,103856308,4,"2-х комнатная квартира,  6 квартал,  Бельцы,  Бельцы мун.",Продам,,,36 500 €,1,230 см,1,,3,"Бельцы мун., Бельцы, 6 квартал, str. Anton Cehov, 50",Индивидуальный дизайн,Частное лицо,Kотельцовый,44 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103884656,,103884656,9,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,143,,116 900 €,,,,,7,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 9",,Агентство,,53 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103845736,,103845736,12,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,210 000 €,,,,Квартира с ливингом,6,Расположение,Eвроремонт,Частное лицо,,85 м²,Новострой,Basconslux,
2-х комнатная квартира,https://999.md/ru/103885894,Oткрытое,103885894,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,47 м²,87 500 €,1,,1,Квартира с ливингом,5,"Кишинёв мун., Кишинёв, Ботаника, str. Minsk, 47",Индивидуальный дизайн,Частное лицо,Kомбинированный,47 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103806775,Oткрытое,103806775,10,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,,,78 180 €,1,,,,6,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 99/7",Белый вариант,Застройщик,,63 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103975194?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzg2NDgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NzUxOTQiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMDVUMDc6NDQ6MDguMzEzNTU0MzkzWiJ9fQ.r6c8z3B42meIaCE3ZUpuF6torq4PG3qU7PkG6Yyw8Qo&adType=booster,,103975194,10,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,,,55 016 €,2,,1,,3,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",Незавершенное cтроительство,Застройщик,,60 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103807032,Oткрытое,103807032,10,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,,,57 375 €,1,,1,,2,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 99/7",Белый вариант,Застройщик,,43 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103806858,,103806858,10,"2-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Продам,,,78 180 €,1,,,,6,"Кишинёв мун., Дурлешты, Окраина, str. Cartuşa, 99/7",Белый вариант,Застройщик,,63 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103806993,Oткрытое,103806993,10,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Продам,,,57 375 €,1,,,,2,"Кишинёв мун., Дурлешты, Окраина, str. Cartuşa, 99/7",Белый вариант,Застройщик,,43 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103807132,Oткрытое,103807132,5,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,78 900 €,Нет,,1,,1,"Кишинёв мун., Кишинёв, Буюканы, str. Alexandru Marinescu, 51",Индивидуальный дизайн,Застройщик,Kотельцовый,35 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103764077,Oткрытое,103764077,12,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Гостинка,45 м²,51 000 €,1,300 см,1,,12,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 11/2",Eвроремонт,Застройщик,Kирпичный,46 м²,Новострой,Exfactor-grup,1 м²
2-х комнатная квартира,https://999.md/ru/100621297,Гараж,100621297,5,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",Продам,,,97 790 €,1,275 см,2,Квартира без ливинга,5,"Кишинёв мун., Ставчены, Центр, Grătiești , 10",Белый вариант,Застройщик,Ячеистый Бетон,63 м²,Новострой,Astercon,11 м²
3-х комнатная квартира,https://999.md/ru/102609897,,102609897,14,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,,,95 500 €,,300 см,,Квартира с ливингом,7,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 11/1",,Частное лицо,,81 м²,Новострой,Lagmar Impex,
2-х комнатная квартира,https://999.md/ru/102022976,,102022976,16,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,61 м²,159 900 €,1,320 см,1,Квартира с ливингом,15,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 8",Белый вариант,Частное лицо,Mонолитный,89 м²,Новострой,,28 м²
2-х комнатная квартира,https://999.md/ru/103814254,,103814254,12,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,99 500 €,1,,1,Квартира с ливингом,9,"Кишинёв мун., Кишинёв, Ботаника, str. Jubiliară, 39/1",Белый вариант,Агентство,,60 м²,Новострой,Solomon Construct Imobil,
2-х комнатная квартира,https://999.md/ru/103731260,,103731260,17,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,269 000 €,,,,Квартира с ливингом,16,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1/E",Белый вариант,Застройщик,Kирпичный,105 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103731266,,103731266,17,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,165 000 €,,,,Квартира с ливингом,17,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1/C",Белый вариант,Застройщик,,60 м²,Новострой,,
3-х комнатная квартира,https://999.md/ru/103731157,,103731157,9,"3-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Продам,,,97 500 €,,,,,6,"Кишинёв мун., Дурлешты, Окраина, ул. Картуша, 95/5",,Агентство,,76 м²,Новострой,,
3-х комнатная квартира,https://999.md/ru/103395829,,103395829,8,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,70 м²,137 499 €,,,1,Квартира с ливингом,5,Расположение,Eвроремонт,Частное лицо,,70 м²,Новострой,Golban Trade,
1-комнатная квартира,https://999.md/ru/103172821,Подземная,103172821,5,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,63 900 €,1,275 см,,Квартира с ливингом,3,"Кишинёв мун., Кишинёв, Телецентр, str. Schinoasa-Vale, 3",Белый вариант,Застройщик,Kирпичный,45 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103172823,Подземная,103172823,5,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,87 750 €,2,275 см,,Квартира с ливингом,3,"Кишинёв мун., Кишинёв, Телецентр, str. Schinoasa-Vale, 3",Белый вариант,Застройщик,Kирпичный,65 м²,Новострой,,
