Тип здания,Высота потолков,link,Состояние квартиры,id,Количество комнат,Планировка,Жилой фонд,Количество этажей,Автор объявления,price,Адрес,Застройщик,Этаж,title,Балкон / лоджия,Общая площадь,Площадь кухни,Парковочное место,Жилая площадь,Санузел,Ливинг,Тип
Kотельцовый,,https://999.md/ru/103660612?location=subcategory&index=411,Eвроремонт,103660612,1-комнатная квартира,Индивидуальная,Новострой,5,Застройщик,78 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Alexandru Marinescu, 51",,1,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,35 м²,,Oткрытое,,1,,Продам
,,https://999.md/ru/103390052?location=subcategory&index=412,Косметический pемонт,103390052,2-х комнатная квартира,,Вторичный,20,Агентство,50 900 €,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 29/2",,5,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,43 м²,,,,2,,Продам
,,https://999.md/ru/103653691?location=subcategory&index=413,Eвроремонт,103653691,2-х комнатная квартира,,Новострой,7,Агентство,219 900 €,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 10/4",,7,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,72 м²,,,,1,Квартира с ливингом,
Kотельцовый,,https://999.md/ru/102558901?location=subcategory&index=414,Косметический pемонт,102558901,2-х комнатная квартира,,Вторичный,2,Агентство,81 000 €,Расположение,,1,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,43 м²,,Oткрытое,,2,Квартира без ливинга,
Kирпичный,,https://999.md/ru/102560140?location=subcategory&index=415,Eвроремонт,102560140,2-х комнатная квартира,Индивидуальная,Новострой,13,Агентство,215 000 €,Расположение,Exfactor-grup,11,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,70 м²,,Oткрытое,,1,Квартира с ливингом,
Kотельцовый,,https://999.md/ru/102573598?location=subcategory&index=416,Eвроремонт,102573598,2-х комнатная квартира,,Вторичный,4,Агентство,92 900 €,Расположение,,3,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,50 м²,,Oткрытое,,1,Квартира с ливингом,Продам
Mонолитный,,https://999.md/ru/102549482?location=subcategory&index=417,Белый вариант,102549482,2-х комнатная квартира,Индивидуальная,Новострой,12,Агентство,107 500 €,Расположение,Solomon Construct Imobil,11,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,67 м²,,Oткрытое,,2,Квартира с ливингом,
Kирпичный,,https://999.md/ru/102558615?location=subcategory&index=418,Eвроремонт,102558615,2-х комнатная квартира,Индивидуальная,Новострой,9,Агентство,235 000 €,Расположение,Exfactor-grup,1,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,86 м²,,Oткрытое,,1,Квартира с ливингом,Продам
Kотельцовый,,https://999.md/ru/48996780?location=subcategory&index=419,Индивидуальный дизайн,48996780,3-х комнатная квартира,,Вторичный,3,Частное лицо,215 000 €,"Кишинёв мун., Кишинёв, Центр, str. Alexandr Pușkin, 30",,3,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,101 м²,,Oткрытое,50 м²,2,,Продам
Kомбинированный,,https://999.md/ru/103284258?location=subcategory&index=420,Белый вариант,103284258,2-х комнатная квартира,,Новострой,10,Агентство,95 300 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 9/1",Lagmar Impex,5,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",2,66 м²,,Подземная,,2,Квартира с ливингом,
,,https://999.md/ru/101025969?location=subcategory&index=421,Eвроремонт,101025969,2-х комнатная квартира,,Новострой,9,Частное лицо,154 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Luca Caragiale, 24",,3,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,60 м²,,,,,Квартира с ливингом,
Kирпичный,,https://999.md/ru/102875746?location=subcategory&index=422,Eвроремонт,102875746,2-х комнатная квартира,Индивидуальная,Новострой,21,Агентство,239 000 €,Расположение,Braus Imobiliare,17,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2,95 м²,,Oткрытое,,2,Квартира с ливингом,Продам
Kомбинированный,280 см,https://999.md/ru/102927645?location=subcategory&index=423,Незавершенное cтроительство,102927645,3-х комнатная квартира,Индивидуальная,Новострой,18,Застройщик,158 950 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 139/a",Pamir Construct,7,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2,84 м²,12 м²,Подземная,58 м²,2,Квартира с ливингом,Продам
,,https://999.md/ru/102958141?location=subcategory&index=425,Белый вариант,102958141,1-комнатная квартира,Индивидуальная,Новострой,10,Агентство,61 900 €,Расположение,Sky House,3,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,36 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103479761?location=subcategory&index=426,Белый вариант,103479761,3-х комнатная квартира,,Новострой,10,Застройщик,102 418 €,"Кишинёв мун., Кишинёв, Ботаника, пр-т Дачия, 59",Metropolis City,7,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,99 м²,,Подземная,,2,,Продам
Kомбинированный,3 см,https://999.md/ru/103011192?location=subcategory&index=427,Белый вариант,103011192,3-х комнатная квартира,,Новострой,6,Агентство,107 000 €,"Кишинёв мун., Думбрава, Центр, str. Durlești, 2b",Estate Invest Company,4,"3-х комнатная квартира,  Центр,  Думбрава,  Кишинёв мун.",,77 м²,,,,,Квартира с ливингом,Продам
Kомбинированный,2700 см,https://999.md/ru/102339853?location=subcategory&index=428,Индивидуальный дизайн,102339853,1-комнатная квартира,Индивидуальная,Новострой,13,,249 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Каля Ешилор, 6",Inamstro,5,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,56 м²,30 м²,Подземная,20 м²,1,Квартира с ливингом,Продам
Mонолитный,,https://999.md/ru/103668274?location=subcategory&index=429,Белый вариант,103668274,2-х комнатная квартира,,Новострой,10,Застройщик,58 739 €,"Кишинёв мун., Кишинёв, Ботаника, пр-т Дачия, 59",Metropolis City,1,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,61 м²,,Подземная,,2,,Продам
,,https://999.md/ru/103667868?location=subcategory&index=430,Белый вариант,103667868,1-комнатная квартира,,Новострой,10,Застройщик,37 468 €,"Кишинёв мун., Кишинёв, Ботаника, пр-т Дачия, 59",Metropolis City,9,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,39 м²,,Подземная,,1,,Продам
,,https://999.md/ru/101590297?location=subcategory&index=431,Eвроремонт,101590297,2-х комнатная квартира,,Новострой,16,Агентство,135 000 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Сармизеджетуса, 23",,16,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,78 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/101590746?location=subcategory&index=432,Белый вариант,101590746,3-х комнатная квартира,Индивидуальная,Новострой,12,Агентство,89 890 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 134",Estate Invest Company,8,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,89 м²,,Oткрытое,,2,Квартира с ливингом,
,,https://999.md/ru/101619612?location=subcategory&index=433,Косметический pемонт,101619612,2-х комнатная квартира,,Вторичный,5,Агентство,79 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Aeroport, 13",,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,50 м²,,Oткрытое,,1,Квартира без ливинга,
,,https://999.md/ru/66189306?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODc4MjAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI2NjE4OTMwNiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6IiIsImwiOiIyZTgyMTc0Zi0wOGFlLTRmODItYTk1ZC1mMTQxMjEzNTY5YjYiLCJlIjoiODkuMTQ5LjkzLjEzOSIsImciOiJ0dXJibyIsInQiOiIyMDI2LTA0LTIwVDExOjIzOjQwLjM4MTAyOTMyNFoifX0.wZC9L93DmVAKX9AJTKa16zyMnOj_K4JtdEiEm9JYeFw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=434,Индивидуальный дизайн,66189306,1-комнатная квартира,,Новострой,16,Агентство,80 €,"Кишинёв мун., Кишинёв, Центр, A.Puskin 47/5, 1",,14,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,65 м²,,Oткрытое,,1,,Сдаю посуточно
Kотельцовый,280 см,https://999.md/ru/101306560?location=subcategory&index=435,Незавершенное cтроительство,101306560,3-х комнатная квартира,Индивидуальная,Новострой,5,Застройщик,152 300 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 182",Pamir Construct,2,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1,98 м²,14 м²,Oткрытое,75 м²,2,Квартира с ливингом,Продам
Kотельцовый,280 см,https://999.md/ru/101306481?location=subcategory&index=436,Незавершенное cтроительство,101306481,2-х комнатная квартира,Индивидуальная,Новострой,5,Застройщик,125 600 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 182",Pamir Construct,2,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1,73 м²,13 м²,Oткрытое,50 м²,1,Квартира с ливингом,Продам
Kотельцовый,280 см,https://999.md/ru/101306354?location=subcategory&index=437,Незавершенное cтроительство,101306354,1-комнатная квартира,Индивидуальная,Новострой,5,Застройщик,90 500 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 182",Pamir Construct,2,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1,53 м²,13 м²,Oткрытое,30 м²,,Квартира с ливингом,Продам
Kирпичный,,https://999.md/ru/103470037?location=subcategory&index=438,Белый вариант,103470037,2-х комнатная квартира,,Новострой,6,Агентство,127 500 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 56",,3,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2,65 м²,,Подземная,61 м²,2,Квартира с ливингом,Продам
,,https://999.md/ru/101540636?location=subcategory&index=439,Без ремонта,101540636,1-комнатная квартира,Индивидуальная,Вторичный,20,Агентство,64 900 €,"Кишинёв мун., Кишинёв, Ботаника, пр. Дачия, .",,14,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Нет,45 м²,,Oткрытое,,1,,Продам
Kотельцовый,,https://999.md/ru/103032813?location=subcategory&index=440,,103032813,2-х комнатная квартира,,Новострой,7,Застройщик,98 780 €,"Кишинёв мун., Кишинёв, Ботаника, пр-т Дачия, 59",Metropolis City,6,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2,73 м²,24 м²,,,2,Квартира с ливингом,
,,https://999.md/ru/101880661?location=subcategory&index=441,Eвроремонт,101880661,1-комнатная квартира,Индивидуальная,Новострой,9,Агентство,105 000 €,"Кишинёв мун., Кишинёв, Телецентр, ул. Яловень, 136",Estate Invest Company,2,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1,50 м²,,Oткрытое,,1,Квартира с ливингом,
Kомбинированный,,https://999.md/ru/88040549?location=subcategory&index=442,Белый вариант,88040549,2-х комнатная квартира,,Новострой,10,Застройщик,72 000 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",Poliprim Grup,5,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",2,60 м²,,Подземная,,,,Продам
,,https://999.md/ru/101972906?location=subcategory&index=443,Белый вариант,101972906,2-х комнатная квартира,Индивидуальная,Новострой,10,Агентство,96 350 €,Расположение,,3,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",1,61 м²,,Oткрытое,,2,Квартира с ливингом,Продам
,,https://999.md/ru/101972584?location=subcategory&index=444,Белый вариант,101972584,2-х комнатная квартира,Индивидуальная,Новострой,10,Агентство,113 700 €,Расположение,,2,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2,72 м²,,Oткрытое,,2,Квартира с ливингом,Продам
Kомбинированный,,https://999.md/ru/20499124?location=subcategory&index=445,Eвроремонт,20499124,2-х комнатная квартира,,Новострой,14,Застройщик,315 000 €,"Кишинёв мун., Кишинёв, Центр, str. București, 96/1",,7,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,72 м²,,Подземная,,1,,Продам
Kирпичный,,https://999.md/ru/101926803?location=subcategory&index=446,Eвроремонт,101926803,2-х комнатная квартира,Индивидуальная,Новострой,8,Агентство,390 000 €,Расположение,Inamstro,5,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,105 м²,,Oткрытое,,2,Квартира с ливингом,
,,https://999.md/ru/103814913?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODc4MjAsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MTQ5MTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImFlMjAxMjEyLTFiNjYtNGE1NS1hZjUwLWI1YTQ2YzFhZjRmMCIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTE6MjM6NDAuMzgxMDc2OTUzWiJ9fQ.0EvDZkvgO0ZyOsavnFthf2h0mem6zdPiB4ZxhUae5hE&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=448,Eвроремонт,103814913,2-х комнатная квартира,,Новострой,11,Агентство,149 500 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Штефан Няга, 67",Inamstro,6,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,54 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/102819171?location=subcategory&index=449,Eвроремонт,102819171,1-комнатная квартира,Индивидуальная,Новострой,15,Агентство,109 990 €,Расположение,Basconslux,4,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,55 м²,,Oткрытое,,1,Квартира без ливинга,
,,https://999.md/ru/101429695?location=subcategory&index=450,Eвроремонт,101429695,2-х комнатная квартира,Индивидуальная,Новострой,10,Агентство,135 000 €,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu;str. Nicolae Testemițanu, .",,4,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Нет,52 м²,,Oткрытое,,1,,
,,https://999.md/ru/101392964?location=subcategory&index=451,Eвроремонт,101392964,1-комнатная квартира,Индивидуальная,Новострой,12,Агентство,114 800 €,"Кишинёв мун., Кишинёв, Ботаника, Jubiliara, 39",Solomon Construct Imobil,1,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,46 м²,,Oткрытое,,1,Квартира с ливингом,
,,https://999.md/ru/101845429?location=subcategory&index=452,Незавершенное cтроительство,101845429,1-комнатная квартира,,Новострой,9,Частное лицо,51 920 €,"Кишинёв мун., Кишинёв, Ботаника, dacia 59, 59",,3,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,47 м²,,,,1,Квартира с ливингом,Продам
,,https://999.md/ru/101810691?location=subcategory&index=453,Eвроремонт,101810691,2-х комнатная квартира,Индивидуальная,Новострой,10,Агентство,155 000 €,Расположение,Basconslux,5,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1,65 м²,,Oткрытое,,1,Квартира без ливинга,
,,https://999.md/ru/101860434?location=subcategory&index=454,Eвроремонт,101860434,3-х комнатная квартира,,Вторичный,5,Агентство,92 900 €,Расположение,,3,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1,55 м²,,Oткрытое,,1,Квартира с ливингом,Продам
Kирпичный,,https://999.md/ru/103144899?location=subcategory&index=455,Белый вариант,103144899,2-х комнатная квартира,,Новострой,11,Агентство,76 600 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102",Estate Invest Company,3,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,68 м²,,Подземная,,2,Квартира с ливингом,Продам
Kирпичный,,https://999.md/ru/103144780?location=subcategory&index=456,Белый вариант,103144780,1-комнатная квартира,,Новострой,11,Агентство,60 300 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 102",Estate Invest Company,3,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,53 м²,,Подземная,,1,Квартира с ливингом,Продам
,,https://999.md/ru/104017837?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODc4MjAsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMTc4MzciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiM2YyY2EzNzItMjY4ZS00YjFiLWFkMWQtODhhMjhlNmE0NzRkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMToyMzo0MC4zODExNDQ2NVoifX0.J4c0haW6J6_-0fmJhYzGSqtQI5j9M6j3-iisgIQb5l8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=457,,104017837,2-х комнатная квартира,,Новострой,10,Агентство,1 099 €,Расположение,,3,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,75 м²,,,,,,Сдаю помесячно
,,https://999.md/ru/82621530?location=subcategory&index=458,Индивидуальный дизайн,82621530,2-х комнатная квартира,Индивидуальная,Вторичный,6,Частное лицо,91 000 €,Расположение,,6,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1,68 м²,,Oткрытое,68 м²,1,,Продам
,,https://999.md/ru/102962095?location=subcategory&index=459,Eвроремонт,102962095,2-х комнатная квартира,Брж (Брежневка),Вторичный,5,Агентство,86 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Trandafirilor, 31/5",,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,44 м²,,Oткрытое,,1,Квартира без ливинга,Продам
