rooms,parcing_space,layout,price,balcony,bathroom,living,apartment_condition,author,building_type,housing_stock,developer,total_floors,floor,region,city,sector,street,area
2-х комнатная квартира,Oткрытое,,172000.0,1,2.0,Квартира с ливингом,Eвроремонт,Застройщик,,Новострой,,11,7.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 257,84
1-комнатная квартира,Oткрытое,Индивидуальная,46900.0,Нет,1.0,,Eвроремонт,Агентство,,Вторичный,,9,1.0,Кишинёв мун.,Кишинёв,Буюканы,șos. Balcani .,20
1-комнатная квартира,Oткрытое,Индивидуальная,60000.0,1,1.0,,Белый вариант,Агентство,,Новострой,,9,2.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo .,46
Комната,,,67271.0,1,1.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Lagmar Impex,14,1.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,48
3-х комнатная квартира,Oткрытое,Индивидуальная,259000.0,,2.0,,Eвроремонт,Агентство,,Новострой,,10,5.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Decebal .,87
2-х комнатная квартира,Oткрытое,Индивидуальная,169000.0,2,2.0,,Eвроремонт,Агентство,,Новострой,,15,13.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Sulac .,120
3-х комнатная квартира,Подземная,,168000.0,,2.0,,Eвроремонт,Агентство,,Новострой,,12,8.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 136,90
1-комнатная квартира,Oткрытое,Индивидуальная,50000.0,1,2.0,,Белый вариант,Агентство,,Новострой,,10,3.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo .,44
3-х комнатная квартира,Oткрытое,Индивидуальная,148000.0,2,1.0,,Eвроремонт,Агентство,,Новострой,,14,2.0,Кишинёв мун.,Кишинёв,Чокана,str. Ginta Latina .,86
3-х комнатная квартира,,,106117.0,2,2.0,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Lagmar Impex,10,1.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 14,88
3-х комнатная квартира,Oткрытое,Индивидуальная,249900.0,1,2.0,,Eвроремонт,Агентство,,Новострой,,15,13.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Bogdan Voievod .,92
2-х комнатная квартира,Oткрытое,,91000.0,1,1.0,,Нуждается в ремонте,Застройщик,,Вторичный,,10,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Muncesti 174,50
2-х комнатная квартира,Oткрытое,Индивидуальная,68900.0,Нет,1.0,,Eвроремонт,Агентство,,Вторичный,,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Traian .,32
1-комнатная квартира,Oткрытое,,70845.0,1,1.0,,Белый вариант,Агентство,,Новострой,,17,10.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Dacia *,42
2-х комнатная квартира,Oткрытое,,88200.0,1,2.0,Квартира без ливинга,Белый вариант,Застройщик,Mонолитный,Новострой,Ecovzor,7,5.0,Кишинёв мун.,Криково,Центр,str. Vasile Alescandri 5,63
2-х комнатная квартира,Гараж,Индивидуальная,102830.0,1,2.0,Квартира с ливингом,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,3.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,76
3-х комнатная квартира,Гараж,,135646.0,Нет,2.0,,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,1.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,96
2-х комнатная квартира,Гараж,Индивидуальная,86252.0,1,1.0,Квартира без ливинга,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,2.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,64
2-х комнатная квартира,,,95000.0,,,Квартира с ливингом,,Застройщик,,Вторичный,,19,18.0,Кишинёв мун.,Кишинёв,Центр,str. Albisoara 82/4,72
4-x комнатная квартира,Oткрытое,,160000.0,2,2.0,Квартира с ливингом,Белый вариант,Застройщик,Kомбинированный,Новострой,,9,8.0,Кишинёв мун.,Дурлешты,Центр,str. Cartuşa 95/4,146
3-х комнатная квартира,Oткрытое,Индивидуальная,228500.0,2,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,11,3.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 3/7,97
1-комнатная квартира,,,45000.0,1,,,Белый вариант,Частное лицо,,Новострой,Sky House,13,6.0,Кишинёв мун.,Кишинёв,Ботаника,str. Dimineții 8,38
2-х комнатная квартира,Oткрытое,,88200.0,1,2.0,Квартира без ливинга,Белый вариант,Застройщик,Mонолитный,Новострой,Ecovzor,7,5.0,Кишинёв мун.,Криково,Центр,str. Vasile Alescandri 5,63
2-х комнатная квартира,Гараж,Индивидуальная,102830.0,1,2.0,Квартира с ливингом,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,3.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,76
3-х комнатная квартира,Гараж,,135646.0,Нет,2.0,,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,1.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,96
2-х комнатная квартира,Гараж,Индивидуальная,86252.0,1,1.0,Квартира без ливинга,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,2.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,64
2-х комнатная квартира,,,95000.0,,,Квартира с ливингом,,Застройщик,,Вторичный,,19,18.0,Кишинёв мун.,Кишинёв,Центр,str. Albisoara 82/4,72
4-x комнатная квартира,Oткрытое,,160000.0,2,2.0,Квартира с ливингом,Белый вариант,Застройщик,Kомбинированный,Новострой,,9,8.0,Кишинёв мун.,Дурлешты,Центр,str. Cartuşa 95/4,146
3-х комнатная квартира,Oткрытое,Индивидуальная,228500.0,2,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,11,3.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 3/7,97
1-комнатная квартира,,,45000.0,1,,,Белый вариант,Частное лицо,,Новострой,Sky House,13,6.0,Кишинёв мун.,Кишинёв,Ботаника,str. Dimineții 8,38
2-х комнатная квартира,Oткрытое,,88200.0,1,2.0,Квартира без ливинга,Белый вариант,Застройщик,Mонолитный,Новострой,Ecovzor,7,5.0,Кишинёв мун.,Криково,Центр,str. Vasile Alescandri 5,63
2-х комнатная квартира,Гараж,Индивидуальная,102830.0,1,2.0,Квартира с ливингом,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,3.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,76
2-х комнатная квартира,Oткрытое,,110000.0,,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Вторичный,,16,9.0,Кишинёв мун.,Кишинёв,Скулянка,str. Calea Ieșilor 16/1,50
3-х комнатная квартира,Oткрытое,Индивидуальная,82900.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,Kотельцовый,Вторичный,,2,2.0,Кишинёв мун.,Кишинёв,Центр,ул. Поштей 92,90
1-комнатная квартира,Oткрытое,Гостинка,66500.0,Нет,1.0,Квартира без ливинга,Сдан в эксплуатацию,Частное лицо,Mонолитный,Вторичный,,13,8.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Socoleni 23,35
4-x комнатная квартира,Oткрытое,,160000.0,2,2.0,Квартира с ливингом,Белый вариант,Застройщик,Kомбинированный,Новострой,,9,8.0,Кишинёв мун.,Дурлешты,Центр,str. Cartuşa 95/4,146
2-х комнатная квартира,Подземная,,192000.0,1,2.0,Квартира с ливингом,Eвроремонт,Агентство,Kирпичный,Новострой,Exfactor-grup,13,9.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu 28,75
3-х комнатная квартира,,,153900.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,Kотельцовый,Новострой,Astercon,9,6.0,Кишинёв мун.,Кишинёв,Буюканы,str. Durleşti 10/D,75
2-х комнатная квартира,,,189000.0,,,Квартира с ливингом,Eвроремонт,Агентство,Kирпичный,Новострой,Exfactor-grup,10,8.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 41/F,65
2-х комнатная квартира,Oткрытое,,110000.0,,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Вторичный,,16,9.0,Кишинёв мун.,Кишинёв,Скулянка,str. Calea Ieșilor 16/1,50
3-х комнатная квартира,Oткрытое,Индивидуальная,82900.0,1,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,Kотельцовый,Вторичный,,2,2.0,Кишинёв мун.,Кишинёв,Центр,ул. Поштей 92,90
